1. ,
42205. ,
3962357. ,
5822102. ,
1752320. ,
5909131. ,
2843083. ,
7823447. ,
4866370. ,
6432328. ,
2262442. ,
6808389. ,
3972270. ,
5025817. ,
3951296. ,
84492. ,
3002035. ,
1217918. ,
3058131. ,
4605700. ,
3992546. ,
5658519. ,
5726741. ,
1116035. ,
3815973. ,
6316775. ,
4538675. ,
438214. ,
845136. ,
5602674. ,
4548925. ,
5481525. ,
5383670. ,
89983. ,
11998. ,
3366250. ,
5976656. ,
2349448. ,
6928437. ,
6970754. ,
7276582. ,
4174262. ,
4089864. ,
5055099. ,
7425223. ,
6717895. ,
7543984. ,
5699478. ,
7402602. ,
7716336. ,
2947186. ,
158837. ,
5307874. ,
3612601. ,
7694251. ,
1417040. ,
6746163. ,
1755997. ,
1810625. ,
1925890. ,
4261595. ,
1243969. ,
4303527. ,
2067850. ,
1488760. ,
7249234. ,
6873404. ,
6529442. ,
1432691. ,
5000987. ,
3937271. ,
3387086. ,
5093691. ,
1420228. ,
7159879. ,
8215679. ,
1627155. ,
4918376. ,
4871440. ,
2440964. ,
4572788. ,
6600760. ,
1736330. ,
1730301. ,
7164515. ,
2674323. ,
2889808. ,
1348668. ,
5026119. ,
8313717. ,
6260868. ,
744149. ,
2258751. ,
1932536. ,
8100888. ,
2529642. ,
8191684. ,
3320349. ,
5310910. ,
5994646. ,
7103388. ,
4923900. ,
3274168. ,
1211253. ,
6800432. ,
3486645. ,
6853297. ,
4645896. ,
6999948. ,
7036469. ,
5843298. ,
7679666. ,
6235301. ,
3158995. ,
2758408. ,
5481386. ,
7900664. ,
2632634. ,
3938253. ,
2914951. ,
6189369. ,
1184894. ,
939385. ,
1224444. ,
1832824. ,
8267406. ,
5058050. ,
6219843. ,
4666247. ,
2414536. ,
4183085. ,
7591063. ,
5781780. ,
1810577. ,
8283539. ,
6888706. ,
6821699. ,
4027057. ,
3468188. ,
7540089. ,
597294. ,
8025336. ,
7966791. ,
1820832. ,
5154386. ,
6088558. ,
5269051. ,
8251730. ,
5748101. ,
5581512. ,
56549. ,
5739669. ,
1815490. ,
6049479. ,
7487189. ,
6344357. ,
3332014. ,
3006384. ,
330705. ,
7278829. ,
6790518. ,
4240725. ,
691964. ,
4648433. ,
5088676. ,
7732867. ,
4808454. ,
1682847. ,
8022316. ,
6260026. ,
7124984. ,
2582779. ,
4063717. ,
8141512. ,
6833806. ,
3610163. ,
5400329. ,
7353491. ,
5708364. ,
5179227. ,
6566838. ,
3634939. ,
3135284. ,
8054333. ,
7795782. ,
2570016. ,
1944598. ,
5784769. ,
2208987. ,
5898655. ,
5028420. ,
4825554. ,
2408293. ,
585429. ,
1888862. ,
823809. ,
2529962. ,
4930306. ,
5367750. ,
7248992. ,
5043283. ,
3356794. ,
910159. ,
113997. ,
7504188. ,
2807098. ,
6488031. ,
5830637. ,
1481968. ,
5631500. ,
5544350. ,
7730271. ,
4229631. ,
1945078. ,
892702. ,
1088344. ,
422289. ,
7793120. ,
7589152. ,
579426. ,
36917. ,
7136520. ,
3217297. ,
7032041. ,
3396316. ,
621858. ,
5196320. ,
6996849. ,
1995509. ,
8310340. ,
6253896. ,
8296493. ,
302002. ,
3091130. ,
5669321. ,
533256. ,
4785004. ,
1227299. ,
4959253. ,
3086491. ,
2700573. ,
4150510. ,
7655384. ,
4199149. ,
6509574. ,
1252651. ,
1853821. ,
5795957. ,
4923143. ,
4858939. ,
2996066. ,
800943. ,
1571667. ,
2040767. ,
6988738. ,
3393803. ,
3546050. ,
7378111. ,
5242828. ,
8130563. ,
5823156. ,
4318945. ,
7255887. ,
2624643. ,
2017658. ,
4158117. ,
1752748. ,
7205893. ,
5267101. ,
1403381. ,
345320. ,
3726718. ,
3496061. ,
1848105. ,
7673358. ,
8277809. ,
8175237. ,
5004301. ,
1285328. ,
6094410. ,
748041. ,
7234320. ,
6189709. ,
7151105. ,
6782525. ,
2235720. ,
2393905. ,
5334586. ,
7605035. ,
242321. ,
7684714. ,
1315427. ,
2132377. ,
216870. ,
6611851. ,
356601. ,
1982450. ,
2082030. ,
4727941. ,
7328216. ,
3680092. ,
5765646. ,
8321205. ,
3719326. ,
1705794. ,
4015727. ,
3144411. ,
7618874. ,
5856575. ,
6341688. ,
8055715. ,
7438669. ,
4129073. ,
8323611. ,
4662688. ,
3109743. ,
3183020. ,
2331364. ,
6590716. ,
5387249. ,
238876. ,
4807802. ,
7699143. ,
6680164. ,
7970039. ,
4766848. ,
6234307. ,
3124670. ,
4415380. ,
2919408. ,
1476807. ,
5782209. ,
3149544. ,
6286425. ,
6290742. ,
4052969. ,
7230578. ,
7544890. ,
2019763. ,
781263. ,
942678. ,
6069685. ,
5165541. ,
7409949. ,
7607378. ,
6910257. ,
2581353. ,
2563810. ,
8292016. ,
4170464. ,
3081565. ,
4385968. ,
2342320. ,
7896801. ,
7264499. ,
5604076. ,
5035912. ,
2452832. ,
2452388. ,
480346. ,
1726528. ,
7211341. ,
462249. ,
840142. ,
4418129. ,
1572107. ,
3843989. ,
6660106. ,
8154538. ,
3285862. ,
130672. ,
7059487. ,
4833264. ,
852772. ,
923983. ,
5095176. ,
5410230. ,
6050746. ,
2276501. ,
4940765. ,
2464928. ,
1571239. ,
744005. ,
4564720. ,
1430380. ,
8067100. ,
1700232. ,
4009209. ,
4707358. ,
2122068. ,
1066953. ,
3031946. ,
6088323. ,
3734365. ,
7665114. ,
4062838. ,
4577273. ,
3069938. ,
8294284. ,
7673025. ,
2607033. ,
4918129. ,
2830294. ,
4606998. ,
90213. ,
1335659. ,
908059. ,
3701876. ,
2975576. ,
7903349. ,
6967702. ,
4219257. ,
51836. ,
8031240. ,
5640441. ,
5642250. ,
6539694. ,
6560412. ,
697257. ,
1685295. ,
2354799. ,
6413189. ,
7699380. ,
8299260. ,
8097880. ,
1329337. ,
2359697. ,
3546054. ,
7546931. ,
4325278. ,
6268504. ,
4448947. ,
2805002. ,
1861241. ,
384475. ,
4716160. ,
4736962. ,
2419027. ,
905493. ,
4389203. ,
4739671. ,
7767015. ,
4064686. ,
7120712. ,
6719777. ,
3138904. ,
1550142. ,
7378443. ,
2487910. ,
7425314. ,
2175061. ,
7628444. ,
7350953. ,
7577431. ,
520472. ,
1779580. ,
7879438. ,
3822627. ,
2110219. ,
3989248. ,
602253. ,
7732706. ,
6396938. ,
888534. ,
1231173. ,
791643. ,
3089150. ,
5938311. ,
2012100. ,
4320419. ,
2398145. ,
8230517. ,
7486759. ,
4963185. ,
1366771. ,
6165735. ,
1347115. ,
6549666. ,
8254222. ,
1937604. ,
4025114. ,
5298763. ,
4723340. ,
5963258. ,
6964110. ,
3521699. ,
2429814. ,
3462422. ,
7307240. ,
7037846. ,
5275160. ,
6193916. ,
270782. ,
1658803. ,
7647465. ,
5317314. ,
8003818. ,
5216413. ,
8289525. ,
8023166. ,
216831. ,
4965856. ,
5110969. ,
1274675. ,
809462. ,
626035. ,
5433336. ,
371263. ,
413974. ,
581594. ,
7702467. ,
4450271
